"Title","Year","Rated","Released","Runtime","Genre","Director","Writer","Actors","Plot","Language","Country","Awards","Poster","Metascore","imdbRating","imdbVotes","imdbID","Type","DVD","BoxOffice","Production","Website","Response","totalSeasons"
"Duplicate","1998","Not Rated","08 May 1998","164 min","Action, Comedy, Crime, Thriller","Mahesh Bhatt","Robin Bhatt, Akash Khurana, Javed Siddiqui","Shah Rukh Khan, Juhi Chawla, Sonali Bendre, Kajol","In order to evade the law, a ruthless don tries to kill his lookalike; a chef and tries to take his place.","Hindi","India","3 nominations.","https://m.media-amazon.com/images/M/MV5BYzkyZGRkYjEtZGJlNS00YzQ4LWJiNWYtMThhM2VlMWJmMzRiXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg","N/A","5.5","6,627","tt0164550","movie","15 Dec 1998","N/A","N/A","N/A","True",NULL
"Agneepath","1990","Not Rated","16 Feb 1990","174 min","Action, Crime, Drama","Mukul Anand","H. Banerjee (Subtitles), Kader Khan (dialogue), Santosh Saroj (screenplay), Santosh Saroj (story)","Amitabh Bachchan, Mithun Chakraborty, Madhavi, Neelam Kothari","A young boy's quest for revenge leads him to become a gangster as an adult, and with each day he becomes more and more like his enemies. Can he find vengeance and redemption?","Hindi","India","3 wins & 3 nominations.","https://m.media-amazon.com/images/M/MV5BOGIyNGNhN2EtYTZiNC00MDJjLWI2M2ItZjA1MTBlYmNiODNlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg","N/A","7.7","7,787","tt0098999","movie","21 Mar 2000","N/A","N/A","N/A","True",NULL
"Muqaddar Ka Faisla","1987","Not Rated","26 Jun 1987","171 min","Drama, Family","Prakash Mehra","Laxmikant Sharma (story), Prakash Mehra (screenplay), Laxmikant Sharma (screenplay), Kader Khan (dialogue)","Raaj Kumar, Rakhee Gulzar, Raj Babbar, Tina Ambani","An honest Hindu pandit (priest) is framed for embezzlement and rape, and not only dismissed from employment, but also arrested and imprisoned, leaving behind his family in destitution. On ...","Hindi","India","N/A","https://m.media-amazon.com/images/M/MV5BYzQ3ZmM5YTEtYzI5NC00ZTZhLWE3ZTEtOThjMDc4MWZjZjY0XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg","N/A","6.2","24","tt0239682","movie","13 Sep 2005","N/A","N/A","N/A","True",NULL
"Paharganj","2019","N/A","12 Apr 2019","108 min","Crime, Drama, Mystery","Rakesh Ranjan Kumar","Rakesh Ranjan Kumar, Hanuman Prasad Rai, Dheeraj Virmani","Lorena Franco, Bijesh Jayarajan, Neet Chowdhary, Rajeev Gaursingh","Coming from the streets of Paharganj, the movie depicts a woman's search for her lost love, a man's attempt to regain his lost enigma and dealing with his brother's untimely death, an unexpected political murder, and raging gang war.","Hindi","India","N/A","https://m.media-amazon.com/images/M/MV5BNjA0ZWExZDEtY2MzNi00NDE2LThlZDUtZDAxNmMxM2MyNTBjXkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_SX300.jpg","N/A","6.9","962","tt7624840","movie","N/A","N/A","N/A","N/A","True",NULL
"Rogue Warfare","2019","R","13 Mar 2020","103 min","Action","Mike Gunther","Mike Gunther","Will Yun Lee, Jermaine Love, Rory Markham, Bertrand-Xavier Corbi","A group of the best military personnel from the U.S., Russia, UK, China and France join forces to fight an underground terrorist network.","English","USA","N/A","https://m.media-amazon.com/images/M/MV5BNzIyYzk1ZjAtMzJiYS00YTYyLTg0MDItMWYzMjM3ZGYyYmQ1XkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_SX300.jpg","N/A","2.8","361","tt5266668","movie","N/A","N/A","N/A","N/A","True",NULL
"There's Something in the Water","2019","N/A","08 Sep 2019","73 min","Documentary","Ian Daniel, Ellen Page","N/A","Ian Daniel, Ellen Page","The injustices and injuries caused by environmental racism in her home province, in this urgent documentary on Indigenous and African Nova Scotian women fighting to protect their communities, their land, and their futures.","English","Canada","N/A","https://m.media-amazon.com/images/M/MV5BOWRlZmU1ZjEtY2VmMC00NDlkLWE1NmEtMTZkZTBiNDBmNzE2XkEyXkFqcGdeQXVyNjgzMjQ0MTA@._V1_SX300.jpg","N/A","6.5","15","tt10864040","movie","N/A","N/A","N/A","N/A","True",NULL
"Trixie Mattel: Moving Parts","2019","N/A","25 Apr 2019","91 min","Documentary","Nicholas Zeig-Owens","Nicholas Zeig-Owens","Brian Firkus, Reuben Asberry Jr., Willam Belli, Braden Davis","Trixie charmed audiences and judges as winner of RuPaul's Drag Race All Stars. But the grind of performing and the pressure of the title proves that heavy is the head that wears the tiara.","English","USA","N/A","https://m.media-amazon.com/images/M/MV5BOWJjZWJhYjAtNDc2YS00N2M1LWJlZjQtMjdkZjMwNjRlNTJmXkEyXkFqcGdeQXVyNzE5NjM3ODE@._V1_SX300.jpg","N/A","7.3","339","tt10011508","movie","N/A","N/A","Cinetic Media","N/A","True",NULL
"Badland","2019","TV-14","01 Nov 2019","117 min","Western","Justin Lee","Justin Lee","Kevin Makely, Mira Sorvino, Bruce Dern, Wes Studi","Detective Matthias Breecher is hired to track down the worst of the Confederate war criminals. As he roams the Old West seeking justice, his resolve is tested when he meets a determined pioneer woman who is far more than she seems.","English","USA","N/A","https://m.media-amazon.com/images/M/MV5BM2U1YmQ3ZDYtM2VhZS00N2RkLWFjNGQtYTNhMDgwNjYxYTNhXkEyXkFqcGdeQXVyNDExMzMxNjE@._V1_SX300.jpg","46","5.8","1,218","tt10253466","movie","N/A","N/A","N/A","N/A","True",NULL
"Happy Old Year","2019","N/A","26 Dec 2019","N/A","N/A","Nawapol Thamrongrattanarit","Nawapol Thamrongrattanarit","Chutimon Chuengcharoensukying, Sunny Suwanmethanont, Sarika Sathsilpsupa, Apasiri Nitibhon","N/A","Thai","Thailand","N/A","https://m.media-amazon.com/images/M/MV5BOTVlMWFlZWUtZTM0ZC00MTE0LWE5ZjAtNGIzMTNjNTZiODcxXkEyXkFqcGdeQXVyNTk1NTkxMDI@._V1_SX300.jpg","N/A","N/A","N/A","tt11316824","movie","N/A","N/A","N/A","N/A","True",NULL
"The Bygone","2019","N/A","08 Jun 2019","115 min","Crime, Drama, Mystery","Graham Phillips, Parker Phillips","Graham Phillips, Parker Phillips","Graham Phillips, Shawn Hatosy, Jacqueline Toboni, Irene Bedard","When a young rancher crosses paths with a Lakota girl from a nearby reservation, her mysterious disappearance sparks a search that uncovers a harrowing past and hints at a dire future.","English","USA","N/A","https://m.media-amazon.com/images/M/MV5BN2Q3ZmZiNTctNTMyMC00MThjLTk1MzUtZjhhMzhhNjdlYWQwXkEyXkFqcGdeQXVyMTY5ODM3NzQ@._V1_SX300.jpg","N/A","6.5","1,944","tt6613958","movie","N/A","N/A","N/A","N/A","True",NULL
"The Platform","2019","TV-MA","20 Mar 2020","94 min","Horror, Sci-Fi, Thriller","Galder Gaztelu-Urrutia","David Desola (screenplay by), David Desola (story by), Pedro Rivero (screenplay by)","Ivan Massagué, Zorion Eguileor, Antonia San Juan, Emilio Buale","A vertical prison with one cell per level. Two people per cell. One only food platform and two minutes per day to feed from up to down. An endless nightmare trapped in The Hole.","Spanish","Spain","9 wins & 14 nominations.","https://m.media-amazon.com/images/M/MV5BOTMyYTIyM2MtNjQ2ZC00MWFkLThhYjQtMjhjMGZiMjgwYjM2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg","73","7.0","97,595","tt8228288","movie","N/A","N/A","N/A","N/A","True",NULL
"Angel Has Fallen","2019","R","23 Aug 2019","121 min","Action, Thriller","Ric Roman Waugh","Robert Mark Kamen (screenplay by), Matt Cook (screenplay by), Ric Roman Waugh (screenplay by), Creighton Rothenberger (story by), Katrin Benedikt (story by), Creighton Rothenberger (based on characters created by), Katrin Benedikt (based on characters created by)","Gerard Butler, Frederick Schmidt, Danny Huston, Rocci Williams","Mike Banning is framed for the attempted assassination of the President and must evade his own agency and the FBI as he tries to uncover the real threat.","English","USA","1 nomination.","https://m.media-amazon.com/images/M/MV5BYmRmMWZhZGItYzA4MC00ZDYyLWE0OTMtYmM0MWRiN2Q4NGU2XkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_SX300.jpg","45","6.4","61,358","tt6189022","movie","12 Nov 2019","N/A","Lionsgate","N/A","True",NULL
"El silencio es bienvenido","2017","N/A","01 Mar 2017","95 min","Drama","Gabriela García Rivas","Gabriela García Rivas","Roberto Fiesco, Tenoch Huerta, Enrique Medina, Jorge Luis Moreno","N/A","Spanish","Mexico","N/A","https://m.media-amazon.com/images/M/MV5BNTRlMjA2MDItNDdiMS00YjA0LWJkZmMtZWJiODEwMzI3YzIwXkEyXkFqcGdeQXVyMDgyNDI1OA@@._V1_SX300.jpg","N/A","N/A","N/A","tt6436212","movie","N/A","N/A","N/A","N/A","True",NULL
"Summer Night","2019","N/A","12 Jul 2019","98 min","Comedy, Drama","Joseph Cross","Jordan Jolliff","Analeigh Tipton, Victoria Justice, Justin Chatwin, Lana Condor","A coming-of-age story about the complexities of young romantic relationships.","English","USA","1 nomination.","https://m.media-amazon.com/images/M/MV5BYjdhZTUzZTctNTM4MS00MWRjLTllZTEtMWU2ZWY2NjYyMTVhXkEyXkFqcGdeQXVyMjE4NzUxNDA@._V1_SX300.jpg","50","4.7","432","tt7428820","movie","12 Jul 2019","N/A","Samuel Goldwyn Films","N/A","True",NULL
"Women of the Night","2019–","N/A","10 Nov 2019","N/A","Crime, Drama","N/A","Ian Ginn, Maarten Almekinders","Karina Smulders, Susan Radder, Matteo van der Grijn, Hilde Van Mieghem","N/A","Dutch","Netherlands","N/A","https://m.media-amazon.com/images/M/MV5BODIyYWZjOTctMDZmZS00NDdlLWJlMzgtNDgzZWRkNGE0YTBkXkEyXkFqcGdeQXVyNTIyODgzMQ@@._V1_SX300.jpg","N/A","7.0","63","tt7785420","series",NULL,NULL,NULL,NULL,"True","1"
"Bypass Road","2019","N/A","08 Nov 2019","137 min","Drama, Thriller","Naman Nitin Mukesh","Neil Nitin Mukesh (story, screenplay, dialogue)","Neil Nitin Mukesh, Adah Sharma, Gul Panag, Taher Shabbir","The Story revolves around a young man Vikram (Neil Nitin Mukesh) who is a fashion prodigy. The story is layered with a murder in town.","Hindi","India","N/A","https://m.media-amazon.com/images/M/MV5BODJiYzU3MDEtMjVlZS00YzA4LTgyMjktOGJmYjk5NThiMzM4XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg","N/A","5.5","465","tt9176260","movie","N/A","N/A","N/A","N/A","True",NULL
"3022","2019","R","22 Nov 2019","91 min","Sci-Fi","John Suits","Ryan Binaco","Omar Epps, Kate Walsh, Miranda Cosgrove, Enver Gjokaj","A group of astronauts living in the haunting emptiness of deep space awake to find earth has suffered an extinction level event.","English, French","USA","N/A","https://m.media-amazon.com/images/M/MV5BNWNhMDdiYzktMjQzNy00NGYwLWIwMTQtMmFiNzZkZGRjOTI3XkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_SX300.jpg","N/A","4.3","1,213","tt9465600","movie","N/A","N/A","N/A","N/A","True",NULL
"Justine","2019","N/A","06 Sep 2019","N/A","Drama","Jamie Patterson","Jeff Murphy","Sian Reese-Williams, Kirsty Dillon, Steve Oram, Tallulah Haddon","Justine is a love story set against the backdrop of Brighton and tracked by a violent and puzzling tale of a young woman's descent into self-destruction. She meets Rachel and love takes ...","English","UK","N/A","N/A","N/A","N/A","N/A","tt8816992","movie","N/A","N/A","N/A","N/A","True",NULL
"Baby Mamas","2018","N/A","12 Oct 2018","93 min","Comedy","Stephina Zwane","Ricardo Arendse, Stephina Zwane","Jonathan Boynton-Lee, Sthembiso Khoza, Thembisa Mdoda, Salamina Mosese","'Baby Mamas' is a comedy drama revolving around the daily lives and loves of four professional women who are all in different stages of their own real-life baby mama drama. We meet TOLI, ...","English","South Africa","N/A","https://m.media-amazon.com/images/M/MV5BODI0ODg1MGQtYzI4Ny00ZDc1LTkwYWQtMWQxMjdjYzQwYzI0XkEyXkFqcGdeQXVyNjc0MTI3ODc@._V1_SX300.jpg","N/A","7.5","8","tt8686460","movie","N/A","N/A","N/A","N/A","True",NULL
"Miracle in Cell No. 7","2019","G","17 Jan 2020","120 min","Drama","Nuel C. Naval","Mel Mendoza-Del Rosario (screenplay)","Aga Muhlach, Bela Padilla, Xia Vigor, Joel Torre","A man who is charged with sexual assault, kidnapping and murder goes to jail. Years after, his daughter becomes a lawyer and wants to prove her father's innocence.","Tagalog, Filipino","Philippines","4 nominations.","https://m.media-amazon.com/images/M/MV5BODM0OTIxMjAtZDIyMS00NWJmLWIxYTAtN2U4NzIxMWQwMTdkXkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_SX300.jpg","N/A","6.9","115","tt10845262","movie","N/A","N/A","N/A","N/A","True",NULL
"Last Ferry","2019","Not Rated","31 Oct 2019","86 min","Crime, Drama, Thriller","Jaki Bradley","Ramon O. Torres","Myles Clohessy, Gabriel Sloyer, Sheilagh Weymouth, Ramon O. Torres","When a young gay lawyer arrives on Fire Island to explore his sexuality, he becomes witness to a murder after being drugged. A stranger helps him to safety, but he soon discovers his savior is friends with the killer.","English","USA","1 win & 2 nominations.","https://m.media-amazon.com/images/M/MV5BMDNiYzFlYTUtN2JiYS00YzU2LWJkMDQtZTlmNTFjZGI1YWI1XkEyXkFqcGdeQXVyNTI4NDE2MzI@._V1_SX300.jpg","N/A","7.0","1,349","tt6378942","movie","11 Mar 2020","N/A","Emblematic Pictures","N/A","True",NULL
"Q Ball","2019","N/A","17 May 2019","96 min","Documentary","Michael Tolajian","Michael Tolajian","Anthony Ammons, Lenny Costa, Rafael Cuevas, Tevin Fournette","Documentary that explores the San Quentin Prison basketball squad - teammates and inmates at ""the Q"" - along their journey of rehabilitation and possible redemption.","English","USA","1 win.","https://m.media-amazon.com/images/M/MV5BZTgyN2Q1YzMtMWVjZC00NmZmLTgxYjQtYzk0Y2MxYzZjNzJiXkEyXkFqcGdeQXVyMjA1Mzg0Ng@@._V1_SX300.jpg","69","6.6","54","tt10254986","movie","N/A","N/A","N/A","N/A","True",NULL
"Miles Davis: Birth of the Cool","2019","Not Rated","23 Aug 2019","115 min","Documentary, Biography, Music","Stanley Nelson","N/A","Carl Lumbly, Miles Davis, Reginald Petty, Quincy Troupe","Miles Davis: Horn player, bandleader, innovator. This documentary feature explores archival photos and home movies shot by Miles and his colleagues, his manuscripts and Miles' original paintings, to explore the man behind the music.","English","USA","1 win & 7 nominations.","https://m.media-amazon.com/images/M/MV5BMTgxNzgwNTI3N15BMl5BanBnXkFtZTgwNDg1ODAyNzM@._V1_SX300.jpg","76","7.4","1,463","tt9358200","movie","10 Apr 2020","N/A","Abramorama","N/A","True",NULL
"All About Love","2017","N/A","21 Apr 2017","90 min","N/A","Elvis Chuks","Kingsley Okolie","Chris Attoh, Katlego Danke, Nomzamo Mbatha, Zenande Mfenyane","N/A","English","South Africa","N/A","N/A","N/A","N/A","N/A","tt7324726","movie","N/A","N/A","N/A","N/A","True",NULL
"Freaks","2018","R","13 Sep 2019","105 min","Drama, Mystery, Sci-Fi, Thriller","Zach Lipovsky, Adam B. Stein","Zach Lipovsky, Adam B. Stein","Emile Hirsch, Bruce Dern, Grace Park, Amanda Crew","A bold girl discovers a bizarre, threatening, and mysterious new world beyond her front door after she escapes her father's protective and paranoid control.","English","Canada, USA","9 wins & 13 nominations.","https://m.media-amazon.com/images/M/MV5BZDIzNDk0YWYtZjQwZC00NTljLWFiNDktYzRkNDc0MWY5NWQ5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg","63","6.7","17,041","tt8781414","movie","03 Dec 2019","N/A","N/A","N/A","True",NULL
"Uncovered","2019","N/A","16 Feb 2019","N/A","Short, Drama","Esther Caporale","Esther Caporale","Esther Caporale, Jacob Parrish","Jenny Shaw witnesses an event taking place outside her window and is convinced that a crime is taking place. She calls 911, but gets a strong dose of reality when she realizes how wrong her assumption was.","English","USA","N/A","https://m.media-amazon.com/images/M/MV5BNjYxYzFkOWMtNDY4My00ZTBlLWE1NmItZmMyYTYxNDY0N2NhXkEyXkFqcGdeQXVyMjYzOTg0MzE@._V1_SX300.jpg","N/A","N/A","N/A","tt8889472","movie","N/A","N/A","N/A","N/A","True",NULL
"The Death of Mr. Lazarescu","2005","R","22 Sep 2005","153 min","Drama","Cristi Puiu","Cristi Puiu, Razvan Radulescu","Doru Ana, Monica Barladeanu, Alina Berzunteanu, Dorian Boguta","Mr. Lãzãrescu, a dying old man, is shuttled from hospital to hospital by a loyal paramedic as doctors refuse to operate and no one can agree on a diagnosis.","Romanian","Romania","29 wins & 14 nominations.","https://m.media-amazon.com/images/M/MV5BMTcxNDk3MTQ3OF5BMl5BanBnXkFtZTcwODgwODczMQ@@._V1_SX300.jpg","86","8.0","12,032","tt0456149","movie","12 Sep 2006","N/A","Tartan Films","N/A","True",NULL
"Aurora","2010","Not Rated","29 Jun 2011","181 min","Drama","Cristi Puiu","Cristi Puiu","Cristi Puiu, Clara Voda, Catrinel Dumitrescu, Luminita Gheorghiu","Viorel a 42 year old man troubled by obscure thoughts drives across the city to a destination known only to him.","Romanian","Romania, France, Switzerland, Germany","7 wins & 8 nominations.","https://m.media-amazon.com/images/M/MV5BMjIyNTQzMDY4MV5BMl5BanBnXkFtZTcwNTI5MjU1Mw@@._V1_SX300.jpg","63","6.7","1,480","tt1403047","movie","10 Jan 2012","$5,558","Cinema Guild","N/A","True",NULL
"Freshman Year","2019","N/A","01 Aug 2019","105 min","Drama","Jude Okwudiafor Johnson","Jude Okwudiafor Johnson, Toby Osborne","Diallo Thompson, Gregory Alan Williams, Benjamin A. Onyango, Natalia Dominguez","The journey of two young people going off to college from their sheltered homes and different backgrounds to face the real world of battling peer pressure and falling in love.","English","USA","8 wins & 10 nominations.","https://m.media-amazon.com/images/M/MV5BYTU3YjAwZjMtMGFlMC00NmQxLThkMmMtYTA0YTk1OGVhYTQ1XkEyXkFqcGdeQXVyNjQ5MDY4NDk@._V1_SX300.jpg","N/A","6.1","63","tt8737124","movie","N/A","N/A","N/A","N/A","True",NULL
"Always a Bridesmaid","2019","N/A","25 Aug 2019","97 min","Comedy, Romance","Trey Haley","Yvette Nicole Brown","Javicia Leslie, Jordan Calloway, Yvette Nicole Brown, Michelle Mitchenor","Corina is stuck being everyone's bridesmaid. Deciding to no longer be a lady-in-waiting, she bravely re-enters the dating scene. Time will only tell if Corina will Always Be A Bridesmaid or if the love of her life is around the corner.","English","USA","N/A","https://m.media-amazon.com/images/M/MV5BMTQ2ZGYyMGUtYzBmNC00MjRjLTk0OTQtMzZiZTE2MDM0OWU2XkEyXkFqcGdeQXVyODgyMDExOTA@._V1_SX300.jpg","N/A","5.3","303","tt10108544","movie","N/A","N/A","N/A","N/A","True",NULL
"Amit Tandon: Family Tandoncies","2019","N/A","09 Dec 2019","72 min","Comedy","N/A","N/A","Amit Tandon","N/A","N/A","India","N/A","https://m.media-amazon.com/images/M/MV5BZDdkZjVlODgtZjMxMC00MWFhLTk0M2UtMWNiNGI4ZGY1OTdhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg","N/A","7.1","137","tt11262978","movie","N/A","N/A","N/A","N/A","True",NULL
"Change in the Air","2018","PG","19 Oct 2018","94 min","Drama","Dianne Dreyer","Audra Gorman","Rachel Brosnahan, Aidan Quinn, M. Emmet Walsh, Seth Gilliam","When a beguiling young woman moves in next door, a quiet neighborhood is awakened, bringing people face to face with their secrets and, ultimately, themselves.","English","USA","N/A","https://m.media-amazon.com/images/M/MV5BYmFkZTVhM2UtYzg3Yi00NzgxLWI0NjAtZjBiOTVkM2Q5ODYwXkEyXkFqcGdeQXVyNDExMzMxNjE@._V1_SX300.jpg","26","5.4","338","tt5013782","movie","19 Oct 2018","N/A","N/A","N/A","True",NULL
"Voulez-vous rire avec moi ce soir?","2018","N/A","08 Feb 2018","N/A","N/A","Yacine Belhousse","Yacine Belhousse","Yacine Belhousse, Todd Barry, Bill Burr, Korine Côté","N/A","French","France","N/A","https://m.media-amazon.com/images/M/MV5BYWI1ZWU2OGQtMjk5ZC00M2Q5LTg0YjEtMjYwOGM3ZTk4ZTc0XkEyXkFqcGdeQXVyNjg5NzM3OTQ@._V1_SX300.jpg","N/A","N/A","N/A","tt8413624","movie","N/A","N/A","N/A","N/A","True",NULL
"ZZ Top: That Little Ol' Band from Texas","2019","N/A","13 Aug 2019","91 min","Documentary, Biography, Music","Sam Dunn","Ralph Chapman, Sam Dunn","Billy Gibbons, Dusty Hill, Frank Beard, ZZ Top","The story of how three oddball teenage bluesmen became one of the biggest, most beloved bands on the planet.","English","UK, Canada, USA","N/A","https://m.media-amazon.com/images/M/MV5BMTE3NTJlMDItNDMwNC00NzRiLTgzOWMtNzA5ZWI3MjE5NWVhXkEyXkFqcGdeQXVyMTA1ODkxNjQ1._V1_SX300.jpg","64","7.4","605","tt9015306","movie","N/A","N/A","Banger Films","N/A","True",NULL
"Pop, Lock 'n Roll","2017","N/A","29 Sep 2017","N/A","Music","Ziggy Hofmeyr","Ziggy Hofmeyr, Steven Pillemer, Steven Pillemer (screenplay)","Maurice Paige, Eric Uys, Lionel Newton, Yasira Bhelz","Raps is an ambitious street style, hip hop dancer from a poor neighborhood who believes that money is everything. He gets a lucky break and rises as a professional entertainer, but when he ...","English","South Africa","N/A","https://m.media-amazon.com/images/M/MV5BNDExNTA2NDAtYmU2OC00ZDk2LTljNmQtMjU0Nzc3MzZhMmZlXkEyXkFqcGdeQXVyNTkxNzI5MzE@._V1_SX300.jpg","N/A","N/A","N/A","tt2336014","movie","N/A","N/A","N/A","N/A","True",NULL
